aardvark|anteater,placental
stopgap|expedient,make-do,makeshift
stopover|layover,stay,stop
storeroom|room,stowage
storied|celebrated,glorious,high-rise
stormily|passionately,turbulently
storminess|inclemency,passion
stoup|basin,stoop
stouthearted|brave,courageous,stalwart
stove|heater,range,warmer
stowaway|passenger,rider
straightforwardly|foursquare,squarely
straightjacket|garment,straitjacket
straiten|confine,detain
stranded|aground,isolated,unaccompanied
strangely|funnily,oddly,queerly
strapless|dress,frock,unsupported
strategist|contriver,planner
stratum|layer,level,place
straw-colored|colored,colorful
streaker|exhibitionist,flasher,nude
streetcar|tram,trolley
streetwise|smart,with-it
strengthener|device,reinforcement
strenuous|arduous,energetic
strep|streptococcal,streptococci,streptococcus
streptococci|strep,streptococcus
streptococcus|strep,streptococci
stretchable|elastic,stretchy
stretchy|elastic,stretchable
strictly|purely,rigorously,stringently
stricture|criticism,pathology
strikebreaker|rat,scab,worker
stringent|demanding,rigorous,tight
stronghold|defense,fastness
strongman|dictator,performer,potentate
strop|sharpen,sharpener,strap
struck|affected,smitten,stricken
structured|integrated,organic,organized
strum|sound,thrum
stubbornly|mulishly,obdurately,obstinately
studbook|register,registry
studious|bookish,careful,scholarly
studiousness|diligence,industriousness,industry
stutterer|speaker,stammerer,talker
stye|infection,sty
stylize|conventionalize,interpret,represent
stylized|artificial,unreal
stylus|device,style,tool
suasion|communication,persuasion
subatomic|matter,microscopic,substance
subcommittee|commission,committee
subgroup|group,grouping
subjectivity|judgement,judgment,perspicacity
subjoin|append,tack
subjunctive|mode,mood
sublimity|grandeur,nobility,nobleness
submariner|bluejacket,sailor
submergence|immersion,submersion
submersible|apparatus,setup,warship
submersion|immersion,submergence
subnormal|abnormal,simple,simpleton
subornation|incitement,provocation,testimony
subpoena|process,serve,writ
subscript|character,inferior
subsection|section,segment,subdivision
subsidize|pay,support
subsist|exist,live,survive
subsoil|dirt,soil
substandard|deficient,inferior,nonstandard
substantially|considerably,well
substratum|stratum,substrate,surface
subsystem|scheme,system
subterranean|covert,subsurface,ulterior
subtotal|amount,sum,total
suburb|community,suburbia
suburbanite|occupant,occupier,resident
suburbia|community,subculture,suburb
subversiveness|disloyalty,treason
succeed|follow,win
succinctness|conciseness,pithiness,terseness
succulent|juicy,lush
suchlike|like,similar
suddenly|abruptly,dead,short
sufferer|martyr,unfortunate,victim
suffix|affix,ending,termination
suffocation|asphyxiation,kill,killing
suffrage|enfranchisement,franchise,vote
suffragette|feminist,libber,suffragist
suffragist|advocate,exponent,proponent
suffuse|change,flush
suffusion|diffusion,permeation
sugared|sugary,sweet
sugarless|dry,unsweetened
suggestive|connotative,indicative,revealing
suicidal|dangerous,self-destructive,unsafe
suitability|quality,suitableness
suitableness|quality,suitability
suitor|admirer,adorer,wooer
sulfa|antibacterial,bactericide
sulfate|convert,salt
sullenly|dourly,glumly
sultanate|country,land,state
sultriness|desirability,desirableness
sumach|bush,shrub,sumac
summerhouse|building,edifice,gazebo
summertime|season,summer
sumo|sport,wrestling
sunbathe|lie,sun
sunburned|sunburnt,unhealthy
sunburnt|sunburned,unhealthy
sundial|timekeeper,timepiece
sundown|hour,sunset
sunk|undone,unsuccessful,washed-up
sunken|hollow,submerged
sunless|cloudy,overcast
sunlight|light,sun,sunshine
sunspot|place,spot
suntanned|brunet,brunette,tanned
superb|brilliant,good,superior
superciliously|sneeringly,snidely
superficiality|depth,shallowness
superfluity|embarrassment,excess,plethora
supermarket|grocery,market
supernal|celestial,ethereal,heavenly
superscript|character,superior
superscription|inscription,lettering
supersonic|inaudible,ultrasonic
superstructure|construction,structure
supervention|happening,occurrence
supervisor|higher-up,program,superior
supervisory|higher-up,superior
supine|inactive,passive,resistless
supper|meal,repast
supplier|bourgeois,businessperson,provider
supportable|bearable,endurable,tolerable
suppository|medicament,medication,medicine
supremacist|advocate,exponent,proponent
surcease|cessation,halt,stop
surefooted|capable,confident,steady
surely|certainly,sure
surfboard|board,glide,surf
surfer|bather,swimmer
surgery|operation,room
surly|ill-natured,ugly
surmountable|climbable,conquerable,passable
surname|cognomen,name
surprisingly|amazingly,astonishingly
surrealistic|surreal,unrealistic
surveying|measure,measurement,mensuration
susceptibility|condition,status
sustained|continuous,uninterrupted
sutler|provider,supplier
swaddle|bind,swathe
swampland|swamp,wetland
swanky|fashionable,stylish,swank
swarthy|brunet,brunette,dusky
swastika|allegory,emblem
swat|blow,hit
swatter|flyswatter,implement,splash
swayback|swaybacked,unfit
swaybacked|swayback,unfit
swearer|blasphemer,communicator
sweatpants|pant,trouser
sweatshop|factory,mill
sweepstakes|drawing,lottery
sweeten|alter,change,modify
sweetie|lover,steady,sweetheart
sweetmeat|confection,sweet
swellhead|egoist,egotist
swelter|perspire,suffer,sweat
sweptback|backward,swept
swineherd|drover,herder,herdsman
switchboard|central,exchange
switcher|oppressor,whipper
swivel|coupling,pivot,turn
swoon|conk,faint,syncope
swordplay|action,play
sworn|bound,committed
sybarite|sensualist,voluptuary
sycamore|maple,tree,wood
sycophancy|obsequiousness,servility,subservience
sycophantic|insincere,obsequious,servile
syllabic|monosyllabic,polysyllabic,script
syllabicate|section,segment,syllabify
syllabication|division,syllabification
syllabification|division,syllabication
syllabify|section,segment,syllabicate
syllogism|deduction,synthesis
syllogistic|deduction,synthesis
sylvan|spirit,wooded
symbiosis|interdependence,mutuality
symbol|sign,signal,symbolization
symphonic|harmonious,sonata
symphony|orchestra,philharmonic,sonata
symptom|evidence,grounds,indication
synagogue|tabernacle,temple
synapse|conjugation,conjunction,junction
synaptic|conjugation,conjunction,junction
syncopate|modify,shorten
syndication|marketing,merchandising,organization
syndrome|complex,composite,symptom
synergism|action,activity,synergy
synergistic|cooperative,interactive
synergy|action,activity,synergism
synoptic|same,summary
syntactic|grammar,syntactical
syntactical|grammar,syntactic
synthesis|deduction,reasoning
synthesize|change,combine,compound
synthesizer|intellect,intellectual
syphilis|dose,pox
syphilitic|dose,sufferer
syrup|sirup,sweetener,sweetening
systematization|organization,rationalization
tabernacle|sanctuary,synagogue,temple
tableland|highland,plateau,upland
tablespoon|spoon,tablespoonful
tabular|systematic,two-dimensional
tabulation|info,information,investigation
tabulator|calculator,counter
tacit|implicit,silent,understood
taciturn|concise,reticent,uncommunicative
taciturnity|reserve,reticence
taciturnly|mutely,silently,wordlessly
taco|dish,wetback
tactic|maneuver,tactics
tactician|contriver,planner
tactics|maneuver,tactic
tactile|perception,tangible,touchable
tactlessness|inconsiderateness,thoughtlessness
tadpole|larva,polliwog,pollywog
taffrail|rail,railing
tailgate|follow,gate
tailoring|craft,trade
tailpipe|pipe,piping
takeout|bid,bidding,portable
takeover|buyout,coup,putsch
talc|mineral,powder,talcum
talcum|mineral,talc
talent|endowment,expert,gift
talisman|amulet,charm
tallness|dimension,height,stature
tam|cap,tam-o'-shanter
tam-o'-shanter|cap,tam
tamable|manipulable,tameable,tractable
tamale|city,dish,metropolis
tameable|manipulable,tamable,tractable
tangential|digressive,irrelevant
tangerine|chromatic,mandarin
tangibility|corporeality,tangibleness
tangibleness|corporeality,tangibility
tanned|brunet,brunette,suntanned
tannery|work,workplace
tantalization|harassment,molestation,tease
tantalizer|persecutor,tormentor
tantalizing|inviting,tempting
tantamount|equal,equivalent
tantrum|conniption,fit,scene
tapered|narrow,pointed
tardy|belated,late
tariff|duty,tax
taro|arum,root
tarp|canvas,canvass,tarpaulin
tarpaulin|canvas,canvass,tarp
taster|critic,sampler
tater|potato,spud
tatter|rag,shred,tag
tattered|tatterdemalion,worn
tatting|handicraft,needlework
taupe|brown,brownness,chromatic
taut|tense,tight
tautological|prolix,redundant
tautology|repetitiousness,repetitiveness,truth
tavern|building,edifice
tawdrily|garishly,gaudily
tax-free|exempt,nontaxable,tax-exempt
taxable|dutiable,nonexempt,subject
taxidermy|art,artistry,prowess
taxing|burdensome,heavy,onerous
teachable|docile,manipulable,tractable
teacup|cup,teacupful
teak|tree,wood
teakettle|boiler,kettle
team|group,squad,unit
teammate|associate,mate
teamster|driver,trucker
teaspoon|spoon,teaspoonful
teat|nipple,pap,tit
technique|method,proficiency,skillfulness
tectonic|architectonic,morphology,science
tectonics|architectonics,morphology,science
tediousness|dullness,tedium,tiresomeness
teepee|lodge,tent,tepee
teeth|dentition,set
telecommuting|employment,work
teleconference|conference,teleconferencing
teleconferencing|conference,teleconference
telegram|message,wire
telegrapher|manipulator,operator,telegraphist
telegraphic|apparatus,concise,setup
telegraphist|manipulator,operator,telegrapher
telemarketing|marketing,merchandising
telemetry|measure,measurement,mensuration
telepathic|extrasensory,paranormal
telephoner|caller,speaker,talker
telephony|telecommunication,telephone
telephotography|photography,transmission,transmittal
teleprinter|teletypewriter,telex
telescopic|collapsible,farsighted,visible
teletypewriter|teleprinter,telex
televangelist|evangelist,revivalist
television|broadcasting,receiver,video
telex|teleprinter,teletypewriter
temblor|earthquake,quake
temp|temporary,worker
tempered|burnt,curable,qualified
template|example,guide,model
tempo|pace,rate
temporize|extend,prolong,protract
temptation|desire,enticement,influence
temptress|enchantress,siren,woman
ten|cardinal,decade,x
tenability|plausibility,reasonableness
tenable|reasonable,sensible,well-founded
tendentiousness|bias,preconception,prejudice
tenderhearted|compassionate,loving
tenderloin|cut,undercut
tendinitis|inflammation,redness
tenet|creed,dogma,gospel
tentacled|appendage,outgrowth,process
tenterhook|claw,hook
tenth|ordinal,rank
tepee|lodge,teepee,tent
tequila|booze,liquor,spirits
tercentenary|anniversary,tercentennial,triennial
tercentennial|anniversary,tercentenary,triennial
terminable|impermanent,temporary
terminology|language,nomenclature,word
terrain|parcel,tract
terribleness|awfulness,dreadfulness,unpleasantness
terrifying|alarming,terrific
terrorist|radical,violent
tertiary|ordinal,period,third
testatrix|testate,testator
testifier|deponent,informant,witness
testily|irritably,petulantly
tetanus|contraction,infection,lockjaw
tetracycline|antibacterial,bactericide
thane|citizen,noble,nobleman
thank|convey,impart
thankful|appreciative,glad,grateful
thankfulness|gratefulness,gratitude
thatcher|roofer,stateswoman
theism|faith,religion
theistic|faith,religion,theist
then|past,point,so
theologian|scholar,student
theorem|idea,proposition,thought
theoretician|intellect,intellectual,theorist
theorist|intellect,intellectual,theoretician
theosophist|believer,worshiper,worshipper
therapist|expert,healer
there|location,thither
thermometric|measure,measurement,mensuration
thermonuclear|atomic,nuclear
thespian|actor,performer,player
thickener|material,stuff,thickening
thickly|densely,thick
thievish|dishonest,dishonorable,thieving
thimble|cap,container,thimbleful
things|belongings,holding,property
thinker|intellect,intellectual,mind
thinly|lightly,thin
thirteenth|ordinal,rank
thirtieth|ordinal,rank
thong|flip-flop,lash,sandal
thoroughfare|road,route
thoroughly|exhaustively,good,soundly
thou|grand,thousand,yard
thoughtlessly|unthinking,unthinkingly
thoughtlessness|inconsiderateness,trait,unkindness
thousandth|ordinal,rank
thrasher|shark,thresher
threadlike|filamentous,thin,thready
three-cornered|angular,many-sided,multilateral
three-decker|sandwich,ship,warship
threescore|cardinal,set,sixty
thresher|shark,thrasher
thrift|frugality,parsimony,penny-pinching
thriftiness|economy,frugality
thrilling|electrifying,exciting,stimulating
throat|opening,passage,pharynx
throaty|low,low-pitched
throe|agony,distress,suffering
throes|hurt,suffering
through|direct,done,finished
throughput|output,turnout
thrown|down,tangled
thrush|singer,vocalist
thundercloud|cloud,cumulonimbus
thwack|blow,hit,smack
thyroid|endocrine,thyroidal
thyroidal|endocrine,thyroid
tibia|shin,shinbone
tideland|coast,seacoast,seashore
tiered|bed,layer
tigerish|merciless,unmerciful
tightfisted|closefisted,stingy,ungenerous
tights|hose,hosiery
tightwad|cheapskate,miser
tile|cover,slab
tiling|application,coating,covering
tillable|arable,cultivable,productive
timbre|quality,timber,tone
time-honored|honorable,traditional
timeless|dateless,unaltered,unchanged
timelessness|being,eternity,existence
timeliness|convenience,timing
times|multiplication,period
timeserver|opportunist,self-seeker
timeserving|expedient,opportunist,opportunistic
timidly|bashfully,shyly
timorous|fearful,timid
timothy|grass,hay
timpani|kettle,kettledrum,tympanum
timpanist|drummer,tympanist
tinderbox|box,situation
ting|go,sound,tinkle
tininess|littleness,minuteness,smallness
tinkerer|experimenter,fiddler,tinker
tintinnabulation|ring,ringing,sound
tippet|cape,mantle
tippler|drinker,imbiber,juicer
tiptoe|quiet,tip,walk
tiredness|fatigue,weariness
tirelessly|indefatigably,inexhaustibly
tirelessness|determination,purpose
tiresomeness|dullness,tediousness,tedium
tiring|exhausting,wearing
tissue|paper,weave
titanic|big,large
titled|highborn,noble
titter|giggle,laugh,laughter
toad|amphibian,frog
toastmaster|emcee,host
toboggan|sled,sledge,sleigh
tocsin|alarm,alert,bell
toffee|brittle,candy,toffy
toffy|brittle,candy,toffee
togetherness|closeness,intimacy
toiletry|instrumentality,instrumentation
toilette|dressing,grooming,toilet
toke|drag,puff,pull
tolerably|acceptably,so-so
tomb|grave,place,spot
tomtit|tit,titmouse
tonal|diatonic,pitch,tonic
tongue-tied|inarticulate,incoherent
tonight|nowadays,present
tonnage|duty,tariff
tonsillectomy|ablation,excision,extirpation
tonsillitis|inflammation,redness
tonsorial|hairdresser,hairstylist,stylist
toothless|ineffective,ineffectual
toothpick|pick,strip
topaz|mineral,quartz,tan
topcoat|coat,greatcoat,overcoat
topiary|art,garden
topical|content,current,local
topknot|crest,headdress,headgear
topless|lidless,unclothed
topmost|top,upmost,uppermost
topographic|geography,topographical
topographical|geography,topographic
topping|garnish,superior
topsoil|dirt,soil
topsy-turvy|disorderly,higgledy-piggledy,untidy
tor|hill,rock,stone
torah|roll,scroll
torn|injured,lacerate
torque|force,torsion
torridity|heat,hotness
torso|body,trunk
tort|misconduct,wrongdoing
tortured|anguished,sorrowful
totterer|pedestrian,walker
tottering|unstable,unsteady
touch-type|type,typewrite
touchable|concrete,tactile,tangible
touchdown|landing,score
touchingly|affectingly,poignantly
tourist|traveler,traveller
tournament|competition,contest,tourney
tourniquet|bandage,patch
tousle|disarrange,dishevel,tangle
towhead|blond,blonde
towheaded|blond,blonde
townsfolk|municipality,town,townspeople
townspeople|municipality,town,townsfolk
tracery|decoration,ornament,ornamentation
trachea|tubule,windpipe
tracheotomy|operation,surgery
tracker|hunter,huntsman
trackless|inaccessible,pathless,untrod
tractability|flexibility,trait
traction|friction,grip,pull
trade-in|belongings,holding,property
trading|commerce,commercialism,mercantilism
tradition|content,custom,practice
traditionalist|conservative,diehard,hidebound
tragic|drama,sad
tragicomedy|comedy,tragedy
tragicomic|humorous,sad,tragedy
trained|disciplined,housebroken,skilled
trainer|leader,simulator
trainload|load,loading
trainman|employee,railroader
traitorously|faithlessly,treacherously
transaction|dealing,dealings
transactions|minutes,proceedings
transcendent|superior,surpassing,unknown
transcript|copy,writing
transcription|arrangement,composition,recording
transept|construction,structure
transfixed|enchanted,fascinated,spellbound
transformable|convertible,translatable,transmutable
transfusion|action,insertion,introduction
transgender|homosexual,transgendered
transgendered|homosexual,transgender
transgressor|offender,wrongdoer
transiency|impermanence,transience
transitional|shift,transformation,transmutation
translatable|convertible,transformable,transmutable
transliterate|rewrite,transcribe
translucence|clarity,clearness,translucency
translucency|clarity,clearness,translucence
translucent|clear,semitransparent
transmigrate|migrate,move,reincarnate
transmigration|rebirth,reincarnation,renascence
transmogrification|transformation,translation
transmutable|convertible,transformable,translatable
transnational|international,multinational
transpiration|action,activity
transship|shift,transfer
transshipment|conveyance,transfer,transportation
transubstantiation|conversion,transmutation
transverse|cross,crosswise
transvestism|pattern,practice
trapezium|carpal,quadrangle,quadrilateral
trapezoid|carpal,quadrangle,quadrilateral
trapezoidal|quadrangle,quadrilateral
trapper|hunter,huntsman
trapshooting|shoot,skeet
trashiness|ineptitude,shoddiness,worthlessness
traumatic|painful,unhealthiness
traumatize|injure,shock,wound
travelog|attraction,travelogue
travelogue|attraction,travelog
trawl|dragnet,fish,fishnet
trawler|fisher,fisherman
treacherously|faithlessly,traitorously
treaty|accord,pact
treetop|crown,top
trefoil|clover,herb,medic
trek|journey,travel,trip
trekker|traveler,traveller
trematode|flatworm,fluke
tremendously|enormously,hugely,staggeringly
trenchancy|effectiveness,incisiveness
trencher|board,digger
trendy|fashionable,stylish,voguish
trepidation|apprehension,apprehensiveness,dread
trespasser|entrant,interloper,intruder
triangulation|surveying,trig,trigonometry
tribalism|belief,state
tribulation|affliction,trial,visitation
tribunal|assembly,court,judicature
trichina|nematode,roundworm
tricolor|colored,colorful,flag
tricycle|trike,velocipede
trident|lance,shaft,spear
tried|dependable,proven,reliable
trike|tricycle,velocipede
trimester|period,session
trimness|neatness,spruceness,trim
triplicate|copy,reproduce
tripod|rack,stand
triumvir|administrator,executive
trivet|base,pedestal,stand
trivia|object,trifle,triviality
trivialize|downplay,minimize,understate
trivium|arts,humanities
trolley|streetcar,tram
trombonist|instrumentalist,musician,player
troops|force,personnel,soldiery
trope|figure,image
tropism|reaction,response
trotter|foot,racehorse
troubadour|minstrel,singer,vocalist
troublesome|difficult,hard
troupe|company,organization
trouser|garment,pant
trowel|delve,dig
troy|city,metropolis,weight
truancy|hooky,nonattendance
truce|armistice,peace
trucker|driver,teamster
trucking|shipping,transport,transportation
truculence|aggressiveness,belligerence,pugnacity
truncated|abbreviated,short,truncate
trunks|pant,shorts,trouser
trustee|fiduciary,regent
trustfulness|trait,trust
truthful|honest,true,veracious
tsarina|czarina,tzarina
tuba|bass,brass,sousaphone
tuber|stalk,stem
tuberculous|ill,sick,tubercular
tuberous|stalk,stem
tubing|conduit,tube
tulle|mesh,net,network
tumidity|lump,puffiness,swelling
tumor|growth,neoplasm
tun|barrel,cask
tuna|eel,tunny
tundra|field,plain
tunefulness|melodiousness,musicality
tuner|radio,receiver,wireless
tungsten|metal,wolfram
tunic|cloak,membrane
turbidity|cloudiness,muddiness,murkiness
turbofan|jet,turbojet
turbojet|jet,turbofan
turbulence|disorder,inclemency,upheaval
turbulently|passionately,stormily
turmeric|flavoring,herb,seasoning
turntable|platform,tray
turpitude|depravity,evildoing,transgression
turret|platform,tower
turtleneck|jersey,necked,sweater
tut|emit,tut-tut,utter
tut-tut|emit,tut,utter
tutelary|custodial,guardian,protective
tutorial|instructor,session,teacher
tutu|prelate,primate,skirt
tweeter|loudspeaker,speaker
twelfth|duodecimal,ordinal,rank
twelve|cardinal,dozen
twelvemonth|period,year
twentieth|ordinal,rank
twenty-one|blackjack,cardinal,cards
twerp|simple,simpleton,twit
twice|double,doubly
twiggy|lean,thin
twilit|dark,dusky,twilight
two-dimensional|flat,multidimensional,tabular
two-handed|ambidextrous,handed
two-piece|bikini,swimsuit
tying|attachment,fastening,ligature
tympanist|drummer,timpanist
typecast|cast,identify,type
typeset|impress,print,set
typewrite|type,write
typewriting|typing,writing
typicality|normalcy,normality
typification|exemplification,representation
typing|typewriting,writing
typographic|craft,trade,typographical
typographical|craft,trade,typographic
tyrannous|domineering,oppressive,tyrannical
tyro|beginner,initiate,novice
tzarina|czarina,tsarina
ubiquitous|omnipresent,present
ubiquity|omnipresence,presence
udder|bag,mamma
ulcer|lesion,ulceration
ulcerate|affect,change
ulcerated|cankerous,ulcerous,unhealthy
ulceration|lesion,ulcer
ulcerous|cankerous,ulcerated,unhealthy
ulster|greatcoat,overcoat,topcoat
ultra|extremist,immoderate,radical
ultraconservative|conservative,reactionary
ultrasonic|inaudible,supersonic
ultrasound|sound,tomography
umbilicus|bellybutton,navel,point
umlaut|diacritic,diaeresis,dieresis
ump|official,umpire
unabashed|unashamed,unembarrassed
unaccented|light,unstressed,weak
unaccommodating|uncooperative,unhelpful
unaccountable|incomprehensible,inexplicable,irresponsible
unaccredited|unauthorized,unlicensed
unaccustomed|new,unused,unusual
unacquainted|innocent,unfamiliar,uninformed
unadventurous|cautious,safe,timid
unambiguously|unequivocally,uniquely
unambitious|shiftless,unenterprising
unanimity|accord,agreement
unanimous|accordant,solid,whole
unannounced|unexpected,unheralded
unanswered|nonreciprocal,unrequited
unanticipated|unexpected,unforeseen,unlooked-for
unappetizing|insipid,tasty,unpalatable
unappreciative|thankless,ungrateful
unapproachable|inaccessible,standoffish
unashamedly|barefacedly,shamelessly
unassuming|modest,retiring
unattached|uncommitted,unconnected
unattended|unaccompanied,uncared-for,unsupervised
unavailability|inaccessibility,inconvenience
unavailable|inaccessible,unobtainable,untouchable
unavoidable|ineluctable,inescapable,inevitable
unavoidably|ineluctably,inescapably,inevitably
unbeatable|invincible,unconquerable,unstoppable
unbeaten|unconquered,undefeated
unbeknown|unbeknownst,unknown
unbeknownst|unbeknown,unknown
unbelief|content,disbelief
unbelievably|implausibly,improbably,incredibly
unbeliever|disbeliever,nonbeliever
unbending|inflexible,rigid
unbleached|natural,uncolored
unblushing|shameless,unashamed
unbosom|confide,relieve
unbound|free,loose,unfettered
unbounded|boundless,infinite,limitless
unbridled|unchecked,ungoverned,unrestrained
unburden|remove,take,withdraw
uncared-for|unattended,untended
unceremonious|discourteous,informal
uncertainly|falteringly,unsteadily
uncharacteristic|atypical,untypical
uncharged|dead,drained
uncharitable|stingy,ungenerous
unchecked|unbridled,ungoverned,unrestrained
unclad|unclothed,undressed
unclasp|release,relinquish
unclassified|nonsensitive,unrestricted,unsorted
uncle|benefactor,helper,kinsman
uncleanly|dirty,unclean
uncleared|unimproved,wooded
uncloak|debunk,expose,unmask
unclog|disengage,free
uncoil|disentangle,unwind
uncolored|achromatic,natural,unbleached
uncombined|uncompounded,unmixed
uncompleted|incomplete,unfinished
uncompounded|uncombined,unmixed
uncompromising|hardline,inflexible,sturdy
unconcern|feeling,indifference,nonchalance
unconditionally|categorically,flatly
unconquered|unbeaten,undefeated
unconsecrated|profane,unhallowed,unholy
unconsidered|inconsiderate,thoughtless
uncontaminated|pure,unpolluted
unconventionality|heterodoxy,originality
unconverted|unpersuaded,unregenerate
uncooperative|disobedient,unaccommodating,unhelpful
uncoordinated|maladroit,unorganized
uncork|open,unleash
uncorrected|undisciplined,unpunished
uncorroborated|unsubstantiated,unsupported
uncovered|exposed,unclothed
uncross|open,spread,unfold
uncultured|artless,uncultivated,unrefined
undefended|assailable,open,vulnerable
undefinable|indefinable,undefined,vague
underachieve|do,perform
underachiever|pupil,student
underage|dependent,minor
underarm|underhand,underhanded
undercarriage|frame,framework,support
undercharge|bill,charge
underclass|class,underprivileged
underdevelopment|developing,development
underdog|failure,loser,nonstarter
underdone|half-baked,raw
underfed|malnourished,undernourished
underfur|fur,undercoat
undergarment|garment,unmentionable
underlie|be,lie
undermanned|inadequate,understaffed
undernourished|malnourished,underfed
undernourishment|hunger,hungriness
underpants|undergarment,unmentionable
underpass|subway,tunnel
underpayment|defrayal,payment
underrate|misjudge,underestimate
undersea|submarine,subsurface
undersell|sell,undercut
undershirt|undergarment,unmentionable,vest
undershoot|land,miss
underside|bottom,face,side
undersized|little,small
underskirt|petticoat,undergarment,unmentionable
understaffed|inadequate,undermanned
understandably|clearly,intelligibly
understate|downplay,inform,minimize
understated|tasteful,unpretentious
undertow|inclination,undercurrent
undervaluation|evaluation,rating,valuation
underwater|aquatic,submerged,subsurface
underway|afoot,current
underworld|class,netherworld
undesirability|bad,badness
undesired|unsought,unwanted
undetected|undiscovered,unobserved,unseen
undiminished|unmitigated,unrelieved
undiscovered|undetected,unexplored,unknown
undiscriminating|indiscriminate,unperceptive
undisguised|open,overt
undismayed|resolute,undaunted,unshaken
undistinguished|insignificant,unnoticeable
undisturbed|peaceful,unmolested,untroubled
undocumented|unregistered,unsupported
undoing|about-face,reversal
undomesticated|untamed,wild
undreamed|incredible,unbelievable,undreamt
undreamt|incredible,unbelievable,undreamed
undressed|unclad,unclothed,unfinished
undulant|motion,movement
undying|deathless,immortal
uneasily|anxiously,apprehensively
uneconomic|uneconomical,wasteful
uneconomical|inefficient,uneconomic,wasteful
unedited|unaltered,unchanged
unembarrassed|unabashed,unashamed
unemployed|idle,jobless,people
unenterprising|unadventurous,unambitious
unerring|inerrant,infallible
unevenly|raggedly,unequally
unevenness|inequality,irregularity,variability
unexampled|new,unprecedented
unexceptionable|acceptable,unimpeachable
unexceptional|ordinary,run-of-the-mill
unexpectedly|accidentally,circumstantially
unexplained|incomprehensible,inexplicable,undetermined
unexploited|fallow,undeveloped,untapped
unexplored|undiscovered,unknown
unfaithfulness|infidelity,quality
unfasten|open,undo
unfeasible|impossible,impracticable,unworkable
unfeeling|hardhearted,insensate,insentient
unfeigned|genuine,sincere
unfertilized|infertile,sterile
unfitting|inappropriate,incompatible,incongruous
unflappable|composed,imperturbable
unflinching|fearless,unafraid,unblinking
unforced|effortless,voluntary,willing
unforgivable|inexcusable,unpardonable
unforgivably|inexcusably,unpardonably
unfortunately|alas,regrettably,unluckily
unfrequented|inaccessible,lonely,solitary
unfriendliness|dislike,disposition,temperament
unfrock|defrock,divest
unfrozen|liquid,slushy
unfulfilled|unrealized,unsuccessful
ungainliness|awkwardness,clumsiness,gawkiness
ungentle|ignoble,lowborn,untitled
ungodliness|godlessness,impiety
ungraceful|awkward,graceless
ungracefully|gracelessly,ungraciously,woodenly
ungraciously|gracelessly,ungracefully,woodenly
ungraded|dirt,unimproved
ungrateful|thankless,unappreciative,unpleasant
ungratefulness|feeling,ingratitude
unguarded|unwary,vulnerable
ungulate|hoofed,placental
unhallowed|profane,unconsecrated,unholy
unhampered|free,unhindered,unrestrained
unhand|release,relinquish
unhappiness|feeling,sadness,spirit
unhealed|ill,sick
unhelpful|discouraging,unaccommodating,uncooperative
unheralded|unannounced,unexpected
unhesitating|decisive,resolute
unhindered|unhampered,unrestrained
unhoped-for|unexpected,unthought-of
unidentifiable|elusive,intangible,unrecognizable
uniformity|regularity,similarity
unilateral|direct,lineal,one-sided
unimaginable|impossible,inconceivable,unthinkable
unimpressive|humble,unimposing
uninfected|antiseptic,clean
uninfluenced|unaffected,unswayed,untouched
uninitiated|inexperienced,naive
uninspired|sterile,unexciting,unimaginative
uninstructed|naive,unenlightened,uninformed
unintelligible|incomprehensible,opaque,thick
universality|catholicity,generality
universalize|extrapolate,generalize,infer
university|body,establishment
unjustified|undue,unreasonable,unwarranted
unkempt|uncombed,untidy
unkindly|unkind,unsympathetic
unknowingly|inadvertently,unwittingly
unlace|undo,untie
unleash|loose,release,relinquish
unlicensed|unaccredited,unauthorized
unlighted|dark,unlit
unlikable|unappealing,unsympathetic
unlike|different,dissimilar,unequal
unlikelihood|improbability,unlikeliness
unlikeliness|improbability,unlikelihood
unlikeness|dissimilarity,dissimilitude
unlined|seamless,smooth
unlisted|over-the-counter,unregistered
unlit|dark,unlighted
unlock|disengage,open,withdraw
unlooked-for|unanticipated,unexpected,unforeseen
unluckily|alas,regrettably,unfortunately
unmannerly|ill-mannered,impolite,rude
unmeaning|insignificant,meaningless
unmediated|direct,immediate
unmentionable|garment,impermissible,undergarment
unmercifully|mercilessly,pitilessly,remorselessly
unmerited|gratuitous,undeserved,unworthy
unmistakably|remarkably,signally
unmodified|unqualified,unrestricted
unmolested|undisturbed,untroubled
unmoral|amoral,neutral
unmovable|immobile,immovable
unnerving|alarming,formidable,redoubtable
unobservant|unperceptive,unseeing
unobserved|undetected,unnoticed,unseen
unobtainable|inaccessible,unavailable,untouchable
unpack|remove,take,withdraw
unpaired|mismatched,odd,unmatched
unpardonably|inexcusably,unforgivably
unpersuaded|unconverted,unregenerate
unperturbed|composed,unruffled
unpleasantness|pain,painfulness,quality
unpleasing|graceless,ungracious
unplug|disconnect,undo
unplumbed|deep,profound
unpolitical|apolitical,nonpolitical
unpolluted|pure,uncontaminated
unprecedented|new,unexampled
unprejudiced|impartial,open,receptive
unpremeditated|impulsive,unplanned
unprincipled|dishonorable,immoral,unscrupulous
unproductively|fruitlessly,unprofitably
unprofitably|fruitlessly,unproductively
unpromising|inauspicious,unfortunate
unprompted|impulsive,spontaneous
unpronounceable|uncommunicative,unutterable
unproved|unproven,unverified
unproven|unproved,unverified
